ID,Titulos,HUBsci,Categoria,Autores,Descripcion,Año
459,The role of financing cost and de-risking strategies for clean,https://sci-hub.se/https://www.sciencedirect.com/science/article/pii/S2110701717302123,Ingenieria,"SteckelJ.C,Jakob","The role of financing cost and de-risking strategies for clean energy investment. International Economics, 155, 19–28.",2018
460,"Alternative energy technologies. Nature, 414(6861), 332–337.",https://sci-hub.se/https://www.nature.com/articles/35104599,Ingenieria,"DresselhausM.S,ThomasI.","Alternative energy technologies. Nature, 414(6861), 332–337.",2001
461,The Distributional Effects of US Clean Energy Tax Credits. Tax,https://sci-hub.se/https://www.journals.uchicago.edu/doi/abs/10.1086/685597,Ingenieria,"BorensteinS,DavisL.","The Distributional Effects of US Clean Energy Tax Credits. Tax Policy and the Economy, 30(1), 191–234.",2016
462,Use of Biomass as a Transitional Strategy to a Sustainable,https://sci-hub.se/https://www.tandfonline.com/doi/abs/10.1080/15567030701468225,Ingenieria,"KaygusuzK,Keleş","Use of Biomass as a Transitional Strategy to a Sustainable and Clean Energy System. Energy Sources, Part A: Recovery, Utilization, and Environmental Effects, 31(1), 86–97.",2008
463,Renewable energy communities under the 2019 European Clean Energy Package,https://sci-hub.se/https://www.sciencedirect.com/science/article/pii/S1364032119306975,Ingenieria,"LowitzschJ,HoickaC.E,vanTulderF.","Renewable energy communities under the 2019 European Clean Energy Package – Governance model for the energy clusters of the future? Renewable and Sustainable Energy Reviews, 109489.",2020
464,"Biofuels, Bio-Power, and Bio-Products from Sustainable Biomass: Coupling Energy Crops",https://sci-hub.se/https://onlinelibrary.wiley.com/doi/abs/10.1002/9783527803293.ch8,Ingenieria,"GuranS,AgblevorF.A,Brennan-Tonetta","Biofuels, Bio-Power, and Bio-Products from Sustainable Biomass: Coupling Energy Crops and Organic Waste with Clean Energy Technologies. Emerging Areas in Bioengineering, 127–161.",2018
465,The Clean Energy Ministerial: Motivation for and policy consequences of,https://sci-hub.se/https://journals.sagepub.com/doi/pdf/10.1177/0192512120942303,Ingenieria,"TosunJ,Rinscheid","The Clean Energy Ministerial: Motivation for and policy consequences of membership. International Political Science Review, 019251212094230.",2020
466,Geospatial multi-criteria analysis for identifying high priority clean energy investment,https://sci-hub.se/https://www.sciencedirect.com/science/article/pii/S0306261918316921,Ingenieria,"ShiraishiK,ShirleyR.G,KammenD.","Geospatial multi-criteria analysis for identifying high priority clean energy investment opportunities: A case study on land-use conflict in Bangladesh. Applied Energy, 235, 1457–1467.",2019
467,Renewable energy microgrids: Economic evaluation and decision making for government,https://sci-hub.se/https://www.sciencedirect.com/science/article/pii/S0306261920307996,Ingenieria,"WangR,HsuS.-C,ZhengS,ChenJ.-H,LiX.","Renewable energy microgrids: Economic evaluation and decision making for government policies to contribute to affordable and clean energy. Applied Energy, 274, 115287.",2020
468,Economic analysis of clean energy options for Kuwait. International Journal,https://sci-hub.se/https://www.emerald.com/insight/content/doi/10.1108/17506221311316461/full/html,Ingenieria,"YessianK,DeLaquilP,MervenB,GargiuloM,Goldstein","Economic analysis of clean energy options for Kuwait. International Journal of Energy Sector Management, 7(1), 29–45.",2013
469,Clean energy production by PEM fuel cells on tourist ships:,https://sci-hub.se/https://www.sciencedirect.com/science/article/pii/S0360319919346221,Ingenieria,"RivaroloM,RattazziD,LambertiT,Magistri","Clean energy production by PEM fuel cells on tourist ships: A time-dependent analysis. International Journal of Hydrogen Energy, 45(47), 25747–25757.",2020
470,Mobilising mainstream finance for a future clean energy transition: The,https://sci-hub.se/https://www.sciencedirect.com/science/article/pii/S0959652621029954,Ingenieria,"TemmesA,HeiskanenE,MatschossK,Lovio","Mobilising mainstream finance for a future clean energy transition: The case of Finland. Journal of Cleaner Production, 319, 128797.",2021
471,Recombinant Human Platelet–Derived Growth Factor: A Systematic Review of Clinical,https://sci-hub.se/https://journals.sagepub.com/doi/pdf/10.1177/2380084420921353,Economia,"TavelliL,RavidàA,BarootchiS,ChambroneL,GiannobileW.","Recombinant Human Platelet–Derived Growth Factor: A Systematic Review of Clinical Findings in Oral Regenerative Procedures. JDR Clinical & Translational Research, 238008442092135.",2020
472,A Systematic Review of the Use of Growth Factors in,https://sci-hub.se/https://aap.onlinelibrary.wiley.com/doi/abs/10.1902/jop.2012.120145,Economia,"DarbyI.B,MorrisK.","A Systematic Review of the Use of Growth Factors in Human Periodontal Regeneration. Journal of Periodontology, 84(4), 465–476.",2013
473,"Biopolymeric delivery matrices for angiogenic growth factors. Cardiovascular Pathology, 12(6),",https://sci-hub.se/https://www.sciencedirect.com/science/article/pii/S1054880703000899,Economia,"ZischA.H,LutolfM.P,HubbellJ.","Biopolymeric delivery matrices for angiogenic growth factors. Cardiovascular Pathology, 12(6), 295–310.",2003
474,Empirical Analysis of Business Growth Factors Using Swedish Data. Journal,https://sci-hub.se/https://www.tandfonline.com/doi/abs/10.1111/1540-627X.00061,Economia,"DavidssonP,KirchhoffB,Hatemi-JA,Gustavsson","Empirical Analysis of Business Growth Factors Using Swedish Data. Journal of Small Business Management, 40(4), 332–349.",2002
475,"A Model of Business Firm Growth. Econometrica, 35(2), 348.",https://sci-hub.se/https://www.jstor.org/stable/1909116,Economia,"IjiriY,SimonH.","A Model of Business Firm Growth. Econometrica, 35(2), 348.",1967
476,Tourism as a long-run economic growth factor: the Spanish case.,https://sci-hub.se/https://www.tandfonline.com/doi/abs/10.1080/00036840110058923,Economia,"BalaguerJ,Cantavella-Jordá","Tourism as a long-run economic growth factor: the Spanish case. Applied Economics, 34(7), 877–884.",2002
477,Tourism as a Long-Run Economic Growth Factor: An Empirical Investigation,https://sci-hub.se/https://journals.sagepub.com/doi/pdf/10.5367/0000000041895094,Economia,Dritsakis,"Tourism as a Long-Run Economic Growth Factor: An Empirical Investigation for Greece Using Causality Analysis. Tourism Economics, 10(3), 305–316.",2004
478,Tourism as an Economic Growth Factor: A Case Study for,https://sci-hub.se/https://journals.sagepub.com/doi/pdf/10.5367/000000008786440175,Economia,"ProençaS,Soukiazis","Tourism as an Economic Growth Factor: A Case Study for Southern European Countries. Tourism Economics, 14(4), 791–806.",2008
479,Platelet-Derived Growth Factor Stimulates Bone Fill and Rate of Attachment,https://sci-hub.se/https://aap.onlinelibrary.wiley.com/doi/abs/10.1902/jop.2005.76.12.2205,Economia,"NevinsM,GiannobileW.V,McGuireM.K,KaoR.T,MellonigJ.T,HinrichsJ.E,LynchS.","Platelet-Derived Growth Factor Stimulates Bone Fill and Rate of Attachment Level Gain: Results of a Large Multicenter Randomized Controlled Trial. Journal of Periodontology, 76(12), 2205–2215.",2005
480,"Harnessing University Entrepreneurship for Economic Growth. Economic Development Quarterly, 27(1),",https://sci-hub.se/https://journals.sagepub.com/doi/pdf/10.1177/0891242412471845,Economia,HayterC.,"Harnessing University Entrepreneurship for Economic Growth. Economic Development Quarterly, 27(1), 18–28.",2013
481,Interest and Growth in an Economy with Land. The Canadian,https://sci-hub.se/https://www.jstor.org/stable/135633,Economia,Homburg,"Interest and Growth in an Economy with Land. The Canadian Journal of Economics, 24(2), 450.",1991
482,Initiation to end point: the multiple roles of fibroblast growth,https://sci-hub.se/https://www.nature.com/articles/nrn2189,Economia,Mason,"Initiation to end point: the multiple roles of fibroblast growth factors in neural development. Nature Reviews Neuroscience, 8(8), 583–596.",2007
483,"Growth Factor Delivery Approaches in Hydrogels. Biomacromolecules, 10(1), 9–18.",https://sci-hub.se/https://pubs.acs.org/doi/abs/10.1021/bm801103c,Economia,"SilvaA.K.A,RichardC,BessodesM,SchermanD,Merten","Growth Factor Delivery Approaches in Hydrogels. Biomacromolecules, 10(1), 9–18.",2009
484,“Small Cities Blues:” Looking for Growth Factors in Small and,https://sci-hub.se/https://journals.sagepub.com/doi/pdf/10.1177/0891242406290377,Economia,"ErickcekG.A,McKinney","“Small Cities Blues:” Looking for Growth Factors in Small and Medium-Sized Cities. Economic Development Quarterly, 20(3), 232–258.",2006
485,Demonstration of the retrograde transport of nerve growth factor receptor,https://sci-hub.se/https://www.jneurosci.org/content/7/3/923.short,Economia,"JohnsonE,TaniuchiM,ClarkH,SpringerJ,KohS,TayrienM,Loy","Demonstration of the retrograde transport of nerve growth factor receptor in the peripheral and central nervous system. The Journal of Neuroscience, 7(3), 923–929.",1987
486,Old Wine in a New Bottle: Growth Convergence Dynamics in,https://sci-hub.se/https://link.springer.com/article/10.1007/s11293-010-9219-1,Economia,"ApergisN,PanopoulouE,Tsoumas","Old Wine in a New Bottle: Growth Convergence Dynamics in the EU. Atlantic Economic Journal, 38(2), 169–181.",2010
487,"Critical growth factors of ICT start‐ups. Management Decision, 45(1), 62–75.",https://sci-hub.se/https://www.emerald.com/insight/content/doi/10.1108/00251740710718962/full/,Economia,"LaschF,LeRoyF,Yami","Critical growth factors of ICT start‐ups. Management Decision, 45(1), 62–75.",2007
488,"Environmental Kuznets curve among BRICS countries: Spot lightening finance, transport,",https://sci-hub.se/https://www.sciencedirect.com/science/article/pii/S095965261730731X,Economia,"NassaniA.A,AldakhilA.M,QaziAbroM.M,Zaman","Environmental Kuznets curve among BRICS countries: Spot lightening finance, transport, energy and growth factors. Journal of Cleaner Production, 154, 474–487.",2017
489,Platelet-derived growth factor applications in periodontal and peri-implant bone regeneration.,https://sci-hub.se/https://www.tandfonline.com/doi/abs/10.1517/14712598.2011.554814,Economia,"KaiglerD,AvilaG,Wisner-LynchL,NevinsM.L,NevinsM,RasperiniG,GiannobileW.","Platelet-derived growth factor applications in periodontal and peri-implant bone regeneration. Expert Opinion on Biological Therapy, 11(3), 375–385.",2011
490,"The economy, tourism growth and corporate performance in the Taiwanese",https://sci-hub.se/https://www.sciencedirect.com/science/article/pii/S026151770900137X,Economia,Chen,"The economy, tourism growth and corporate performance in the Taiwanese hotel industry. Tourism Management, 31(5), 665–675.",2010
491,"Education, social security, and growth. Journal of Public Economics, 71(2),",https://sci-hub.se/https://www.sciencedirect.com/science/article/pii/S0047272798000735,Economia,"KaganovichM,Zilcha","Education, social security, and growth. Journal of Public Economics, 71(2), 289–309.",1999
492,Vascular endothelial growth factor in human periodontal disease. Journal of,https://sci-hub.se/https://onlinelibrary.wiley.com/doi/abs/10.1111/j.1600-0765.1998.tb02349.x,Economia,"BoothV,YoungS,CruchleyA,TaichmanN.S,Paleolog","Vascular endothelial growth factor in human periodontal disease. Journal of Periodontal Research, 33(8), 491–499.",2010
493,From growth factor dependence to growth factor responsiveness: The genesis,https://sci-hub.se/https://link.springer.com/article/10.1007/BF02620974,Economia,"HelmkeR.J,BoydR.L,GermanV.F,MangosJ.","From growth factor dependence to growth factor responsiveness: The genesis of an alveolar macrophage cell line. In Vitro Cellular & Developmental Biology, 23(8), 567–574.",1987
494,A novel family of growth factor receptors: A common binding,https://sci-hub.se/https://www.sciencedirect.com/science/article/pii/0006291X89915283,Economia,BazanJ.,"A novel family of growth factor receptors: A common binding domain in the growth hormone, prolactin, erythropoietin and IL-6 receptors, and the p75 IL-2 receptor β-chain. Biochemical and Biophysical Research Communications, 164(2), 788–795.",1989
495,"Platelet-rich plasma. Oral Surgery, Oral Medicine, Oral Pathology, Oral Radiology,",https://sci-hub.se/https://www.sciencedirect.com/science/article/pii/S1079210498900294,Economia,"MarxR.E,CarlsonE.R,EichstaedtR.M,SchimmeleS.R,StraussJ.E,GeorgeffK.","Platelet-rich plasma. Oral Surgery, Oral Medicine, Oral Pathology, Oral Radiology, and Endodontology, 85(6), 638–646.",1998
